ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0002034248-24-000002	YES	101	0002034248	ZO-0814 Gaingels Fund I, a series of Zachary Ginsburg Funds, LP	119 SOUTH MAIN STREET	SUITE 220	SEATTLE	WA	WASHINGTON	98104	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2024
0002021806-24-000002	YES	101	0002021806	RO-0429 Fund II, a series of Allied Venture Partners, LP	119 SOUTH MAIN STREET, SUITE 220		SEATTLE	WA	WASHINGTON	98104	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2024
0002039291-24-000002	YES	101	0002039291	IC-0813 Fund I, a series of Roll Up Vehicles, LP	119 SOUTH MAIN STREET	SUITE 220	SEATTLE	WA	WASHINGTON	98104	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2024
0001493152-24-039097	YES	101	0001947988	Cerberus Offshore Levered Loan Opportunities Fund V, Ltd.	C/O CBF MANAGER, L.P.	875 THIRD AVENUE, 11TH FLOOR	NEW YORK	NY	NEW YORK	10022	(212) 891-2100	CAYMAN ISLANDS							Other	Cayman Islands exempted company	withinFiveYears	2022
0002039408-24-000001	YES	101	0002039408	Danae Group SAS	49		RUE DE PONTHIEU	I0	FRANCE	75008	33670754752	FRANCE							Corporation		withinFiveYears	2023
0001372184-24-000022	YES	101	0001372184	REIC Holdings, Inc.	40 WALL STREET	SUITE 2854	NEW YORK	NY	NEW YORK	10005	929-481-3198	NEVADA				New You, Inc.	RADIANT CREATIONS GROUP, INC.	NOVA MINING CORP	Corporation		withinFiveYears	2024
0001599168-24-000001	YES	101	0001599168	ROUBAIX FUND, L.P.	155 S MADISON ST	SUITE 330	DENVER	CO	COLORADO	80209	303-209-4127	DELAWARE				INDEPENDENCE CAPITAL SMALL CAP FUND, L.P.			Limited Partnership		overFiveYears	
0001939879-24-000002	YES	101	0001939879	Evening Fund II, a series of Evening Fund, LP	119 SOUTH MAIN STREET	SUITE 220	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0002013714-24-000002	YES	101	0002013714	PROOF III HLI LLC	11911 FREEDOM DR., STE 1080		RESTON	VA	VIRGINIA	20190	703-563-4100	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001995897-24-000001	YES	101	0001995897	CONGRUENCE CAPITAL CORE FUND, L.P.	11111 SANTA MONICA BLVD.	SUITE 630	LOS ANGELES	CA	CALIFORNIA	90025	424-533-0028	DELAWARE							Limited Partnership		withinFiveYears	2023
0002024756-24-000001	NO	102	0002033996	Reef Pass Investors Parallel, LP	282 RAILROAD AVENUE		GREENWICH	CT	CONNECTICUT	06830	(650) 308-4321	DELAWARE							Limited Partnership		withinFiveYears	2024
0002035074-24-000003	YES	101	0002035074	Lakeshore IRF Holdings, LLC	12377 MERIT DRIVE, SUITE 500		DALLAS	TX	TEXAS	75251	214-443-8300	TEXAS							Limited Liability Company		withinFiveYears	2024
0002031948-24-000002	YES	101	0002031948	Altitude Capital Holdings LLC	260 NEWPORT CENTER DRIVE, SUITE 100		NEWPORT BEACH	CA	CALIFORNIA	92660	949-226-8440	DELAWARE							Limited Liability Company		withinFiveYears	2023
0002035894-24-000001	YES	101	0002035894	Long View Equity Opportunity Fund, Ltd.	4314 MEDICAL PARKWAY	SUITE 200	AUSTIN	TX	TEXAS	78756	5123733954	TEXAS							Limited Partnership		withinFiveYears	2023
0001493152-24-039064	YES	101	0001826011	Banzai International, Inc.	435 ERICKSEN AVE, SUITE 308250		BAINBRIDGE ISLAND	WA	WASHINGTON	98110	206-414-1777	DELAWARE				7GC & Co. Holdings Inc.			Corporation		withinFiveYears	2020
0002039700-24-000001	YES	101	0002039700	1900 Asto CP Fund I 2024 Series (fund of 1900 Direct Series LLC)	1900 BROADWAY	SUITE 900	SAN ANTONIO	TX	TEXAS	78215	210.736.7770	TEXAS							Limited Liability Company		withinFiveYears	2024
0002038474-24-000001	YES	101	0002038474	Somnee Fund I, A Series of Seaside Ventures, LP	420 HAWTHORNE LOOP		DRIFTWOOD	TX	TEXAS	78619	406-500-5008	DELAWARE							Limited Partnership		withinFiveYears	2024
0001954898-24-000001	YES	101	0001954898	Bria I, a series of Bria Fund, LP	119 SOUTH MAIN STREET	SUITE 220	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0002033817-24-000001	YES	101	0002033817	BOC Ventures XVII, LP	445 PARK AVENUE	9TH FLOOR	NEW YORK	NY	NEW YORK	10022	(917) 576-1825	DELAWARE							Limited Partnership		withinFiveYears	2023
0002035896-24-000001	YES	101	0002035896	Silas Fund, Ltd.	4314 MEDICAL PARKWAY	SUITE 200	AUSTIN	TX	TEXAS	78756	5123733954	TEXAS							Limited Partnership		overFiveYears	
0001972606-24-000003	YES	101	0001972606	BOC Ventures XV, LP	445 PARK AVEnue	9TH FLOOR	NEW YORK	NY	NEW YORK	10022	(917) 576-1825	DELAWARE							Limited Partnership		withinFiveYears	2023
0002029880-24-000003	YES	101	0002029880	Heroic Opportunity Fund SPV IV, LLC	350 CAMBRIDGE AVE	SUITE 300	PALO ALTO	CA	CALIFORNIA	94306	650-549-5063	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001887191-24-000001	YES	101	0001887191	Sage Partners Alpha 1 L.P.	UGLAND HOUSE	121 SOUTH CHURCH STREET	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	852 3992 1370	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2020
0001899987-24-000001	YES	101	0001899987	Fund Alpha, a series of Spice Capital, LP	119 SOUTH MAIN STREET	SUITE 220	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2021
0001946345-24-000002	YES	101	0001946345	TILDEN COCKTAILS, INC.	260 North Harvard Street		Boston	MA	MASSACHUSETTS	02134	408-960-4845	DELAWARE	Jasper Cocktails, Inc.						Corporation		withinFiveYears	2021
0001691171-24-000001	YES	101	0001691171	REDWOOD GROVE CAPITAL FUND, LP	228 HAMILTON AVENUE	THIRD FLOOR	PALO ALTO	CA	CALIFORNIA	94301	917-576-6926	DELAWARE							Limited Partnership		overFiveYears	
0002033813-24-000001	YES	101	0002033813	BOC Ventures Fund II-B LP	445 PARK AVENUE	9TH FLOOR	NEW YORK	NY	NEW YORK	10022	(917) 576-1825	DELAWARE							Limited Partnership		withinFiveYears	2023
0002038604-24-000001	YES	101	0002038604	OPACITY LABS, INC.	1460 BROADWAY, 17TH FLOOR		NEW YORK	NY	NEW YORK	10036	407-702-4545	DELAWARE							Corporation		withinFiveYears	2024
0001973726-24-000001	YES	101	0001973726	Dashverse Corp.	UNIT: LT-E1411, LIBERTY TOWERS	33 HUDSON STREET	JERSEY CITY	NJ	NEW JERSEY	07302	447880564836	DELAWARE							Corporation		withinFiveYears	2022
0001493152-24-039068	YES	101	0001826011	Banzai International, Inc.	435 ERICKSEN AVE, SUITE 308250		BAINBRIDGE ISLAND	WA	WASHINGTON	98110	206-414-1777	DELAWARE				7GC & Co. Holdings Inc.			Corporation		withinFiveYears	2020
0002024756-24-000001	YES	101	0002024756	Reef Pass Investors, LP	282 RAILROAD AVENUE		GREENWICH	CT	CONNECTICUT	06830	(650) 308-4321	DELAWARE							Limited Partnership		withinFiveYears	2024
0001881613-24-000001	YES	101	0001881613	Blue Opal Capital Fund (US), LP	445 PARK AVE	9TH FLOOR	NEW YORK	NY	NEW YORK	10022	646 948 8550	DELAWARE				BOC Capital Fund (US), LP			Limited Partnership		withinFiveYears	2020
0002031621-24-000002	NO	102	0002039389	GCP VI Feeder A, LP	C/O GREEN COURTE PARTNERS, LLC	303 WEST MADISON STREET, STE 1500	CHICAGO	IL	ILLINOIS	60606	312.966.3813	DELAWARE							Limited Partnership		withinFiveYears	2024
0002031621-24-000002	YES	101	0002031621	Green Courte Real Estate Partners VI, LLC	C/O GREEN COURTE PARTNERS, LLC	303 WEST MADISON STREET, STE 1500	CHICAGO	IL	ILLINOIS	60606	312.966.3813	DELAWARE	GCP Placeholder Two, LLC						Limited Liability Company		withinFiveYears	2023
0000902664-24-005658	YES	101	0002039600	Tower Street I, LP	450 PARK AVENUE, SUITE 2700		NEW YORK	NY	NEW YORK	10022	646-673-3175	DELAWARE							Limited Partnership		withinFiveYears	2024
0002039632-24-000001	YES	101	0002039632	Maxq Fund I LP	5432 GEARY BLVD	UNIT #875	SAN FRANCISCO	CA	CALIFORNIA	94121	415-915-9510	DELAWARE							Limited Partnership		withinFiveYears	2024
0001818210-24-000002	YES	101	0001818210	TeleTeachers, Inc.	7808 W College Drive, Suite 3W		Palos Heights	IL	ILLINOIS	60463	(219) 301-1090	DELAWARE							Corporation		withinFiveYears	2019
0001879708-24-000002	YES	101	0001879708	Cognius, Inc.	ONE KENDALL SQUARE	B2201	CAMBRIDGE	MA	MASSACHUSETTS	02139	8609209434	DELAWARE							Corporation		overFiveYears	
0002009319-24-000001	YES	101	0002009319	Inspiration Ventures 4, L.P.	330 PRIMROSE ROAD, SUITE 612		BURLINGAME	CA	CALIFORNIA	94010	650-348-0790	DELAWARE							Limited Partnership		withinFiveYears	2022
0001941221-24-000001	YES	101	0001941221	Porte Hall, Inc.	54 TANGLEWYLDE AVENUE		BRONXVILLE	NY	NEW YORK	10708	914-803-2796	DELAWARE	Porte Hall LLC	Porch Hall, LLC					Corporation		overFiveYears	
0000950142-24-002490	YES	101	0001497679	Hudson Bay International Fund Ltd.	INTERTRUST CORPORATE SVCS (CAYMAN) LTD.	190 ELGIN AVENUE	GEORGE TOWN, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9001	345-949-0100	CAYMAN ISLANDS							Corporation		overFiveYears	
0002037002-24-000001	YES	101	0002037002	Engine Fund I SPV-E, LLC	750 MAIN STREET		CAMBRIDGE	MA	MASSACHUSETTS	02139	617-546-3920	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001807916-24-000001	YES	101	0001807916	Barings European Real Estate Debt Income Fund, a sub-fund of Barings Umbrella Fund (LUX) SCSp SICAV-RAIF	1 RUE ISAAC NEWTON		LUXEMBOURG	N4	LUXEMBOURG	L-2242	0035224524100	LUXEMBOURG							Limited Partnership		withinFiveYears	2019
0002038636-24-000001	YES	101	0002038636	Aprexis Inc.	50 STATE STREET		MONTPELIER	VT	VERMONT	05602	8022251320	VERMONT							Corporation		withinFiveYears	2024
0000919574-24-005693	YES	101	0001594227	Sanlam Centre Africa Equity Fund, Ltd.	C/O INTERTRUST (CAYMAN)	190 ELGIN AVENUE	GEORGE TOWN, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9005	345-814-8066	CAYMAN ISLANDS				Sanlam Centre Sub-Saharan Africa Equity Fund, Ltd.	PineBridge Sub-Saharan Africa Equity Fund, Ltd.		Other	Cayman Islands exempted company	overFiveYears	
0001096906-24-001947	YES	101	0002039411	Hourrier, Inc.	16192 COASTAL HIGHWAY		LEWES	DE	DELAWARE	19958	647-284-6064	DELAWARE							Corporation		withinFiveYears	2023
0002031202-24-000001	YES	101	0002031202	Razor's Edge Fund IV, LP	1875 EXPLORER STREET, SUITE 560		RESTON	VA	VIRGINIA	20190	7032179041	DELAWARE							Limited Partnership		withinFiveYears	2024
0002031202-24-000001	NO	102	0002030474	Razor's Edge Fund IV-A, LP	1875 EXPLORER STREET, SUITE 560		RESTON	VA	VIRGINIA	20190	7032179041	DELAWARE							Limited Partnership		withinFiveYears	2024
0001877729-24-000002	YES	101	0001877729	Fund I, a series of The 5K Fund, LP	411 1ST AVE S	STE 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2021
0002039641-24-000002	YES	101	0002039644	CM Investments II LLC - CM ALT Financing LLC	12012 GOSHEN AVE #307		LOS ANGELES	CA	CALIFORNIA	90049	425-224-3013	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002039459-24-000002	YES	101	0002039459	Canary HBAR Trust	1131 4TH AVENUE S #230		NASHVILLE	TN	TENNESSEE	37210	(310) 795-8899	DELAWARE							Business Trust		withinFiveYears	2024
0002039641-24-000001	YES	101	0002039641	CM Investments II LLC - Co-Invest I LLC	12012 GOSHEN AVE #307		LOS ANGELES	CA	CALIFORNIA	90049	425-224-3013	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001448675-24-000004	YES	101	0001448675	FBHC HOLDING Co	1095 Canyon Blvd	SUITE 100	BOULDER	CO	COLORADO	80302	720-473-5112	COLORADO							Corporation		overFiveYears	
0002037947-24-000001	YES	101	0002037947	NELLE BY PLAY MONEY A SERIES OF CLUTCH CAPITAL LLC	7988 JAMES CT		NIWOT	CO	COLORADO	80503	4158120385	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002039394-24-000001	YES	101	0002039394	SIGNATURE REAL ESTATE INCOME FUND VII, LLC	101 S. REID STREET, STE. 209		SIOUX FALLS	SD	SOUTH DAKOTA	57103	605-271-7172	SOUTH DAKOTA							Limited Liability Company		withinFiveYears	2024
0002024226-24-000002	YES	101	0002024226	TPG AG Credit Solutions III & Annex Access Offshore LP	200 WEST STREET		NEW YORK	NY	NEW YORK	10282-2198	212-902-1000	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2024
0001393725-24-000189	YES	101	0001806778	Adams Street Private Income Fund LP	C/O ADAMS STREET PARTNERS, LLC	ONE NORTH WACKER DRIVE, SUITE 2700	CHICAGO	IL	ILLINOIS	60606	312-553-7890	DELAWARE							Limited Partnership		overFiveYears	
0001393725-24-000189	NO	102	0001806777	ASP (Feeder) Private Income Fund LP	C/O ADAMS STREET PARTNERS, LLC	ONE NORTH WACKER DRIVE, SUITE 2700	CHICAGO	IL	ILLINOIS	60606	312-553-7890	DELAWARE							Limited Partnership		overFiveYears	
0002029579-24-000002	YES	101	0002029579	Phare Labs Inc.	7207 MCKAMY BOULEVARD		DALLAS	TX	TEXAS	75248	970-335-9671	DELAWARE							Corporation		withinFiveYears	2024
0000935836-24-000617	YES	101	0001503229	Route One Offshore Fund, Ltd.	C/O CITCO FUND SERVICES	89 NEXUS WAY, CAMANA BAY	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1205	(345) 949-3977	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	overFiveYears	
0002039580-24-000001	YES	101	0002039580	Fungi Valley LLC	4019 CLAYTON AVENUE		LOS ANGELES	CA	CALIFORNIA	90027	347-233-1894	DELAWARE							Limited Liability Company		withinFiveYears	2021
0002038471-24-000001	YES	101	0002038471	Highbury Hodlings XVI, LP	1511 2ND AVE W		SEATTLE	WA	WASHINGTON	98119	4016511059	DELAWARE							Limited Partnership		withinFiveYears	2024
0000935836-24-000616	YES	101	0001502190	Route One Fund II, L.P.	ONE LETTERMAN DRIVE	BUILDING D, SUITE 200	SAN FRANCISCO	CA	CALIFORNIA	94129	(415) 796-6800	DELAWARE							Limited Partnership		overFiveYears	
0001590152-24-000001	YES	101	0001590152	American Giant, Inc.	612 Alabama Street		SAN FRANCISCO	CA	CALIFORNIA	94110	415-525-4735	DELAWARE							Corporation		overFiveYears	
0002039640-24-000002	YES	101	0002039640	Pastel Health Inc.	1010 16TH ST	APT 509	SAN FRANCISCO	CA	CALIFORNIA	94107	5713582032	DELAWARE							Corporation		withinFiveYears	2024
0001878646-24-000028	YES	101	0002038880	WF Fortenberry Road Apartments, LLC	8045 ARCO CORPORATE DRIVE	SUITE 108	RALEIGH	NC	NORTH CAROLINA	27617	704-756-7691	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001691044-24-000001	YES	101	0001691044	Fraym, Inc.	3101 Wilson Blvd.	SUITE 200	Arlington	VA	VIRGINIA	22201	2026702050	DELAWARE				Copernicus, Inc.			Corporation		overFiveYears	
0002039640-24-000001	YES	101	0002039640	Pastel Health Inc.	1010 16TH ST	APT 509	SAN FRANCISCO	CA	CALIFORNIA	94107	5713582032	DELAWARE							Corporation		withinFiveYears	2024
0000935836-24-000614	YES	101	0001497232	Route One Fund I, L.P.	ONE LETTERMAN DRIVE, BUILDING D	SUITE 200	SAN FRANCISCO	CA	CALIFORNIA	94129	(415) 796-6800	DELAWARE							Limited Partnership		overFiveYears	
0002029498-24-000003	YES	101	0002038598	Campfire Interactive, Inc.	2211 OLD EARHART RD, SUITE 175		ANN ARBOR	MI	MICHIGAN	48105	(734) 998-0099	MICHIGAN							Corporation		overFiveYears	
0001791779-24-000001	YES	101	0001791779	Ophidion Inc.	116 Research Dr	Suite 223	Bethlehem	PA	PENNSYLVANIA	18015	610-308-9020	DELAWARE							Corporation		overFiveYears	
0002039618-24-000001	YES	101	0002039618	CS1031 Valley Ridge BFR Housing, DST	4851 LAKE BROOK DRIVE		GLEN ALLEN	VA	VIRGINIA	23060	8042907900	DELAWARE							Other	Delaware statutory trust	withinFiveYears	2024
0001885584-24-000001	YES	101	0001885584	Esplanade Capital Electron Partners LP	1330 BOYLSTON STREET	6TH FLOOR	CHESTNUT HILL	MA	MASSACHUSETTS	02467	617-502-9930	DELAWARE							Limited Partnership		overFiveYears	
0001885585-24-000001	YES	101	0001885585	ESPLANADE CAPITAL PARTNERS I LLC	1330 BOYLSTON STREET	6TH FLOOR	CHESTNUT HILL	MA	MASSACHUSETTS	02467	617-502-9930	DELAWARE							Limited Liability Company		overFiveYears	
0001315863-24-000695	YES	101	0001869500	Longwood Partners, L.P.	1325 North Beach Street	SUITE 201	PHILADELPHIA	PA	PENNSYLVANIA	19125	215-701-9690	CAYMAN ISLANDS							Other	Cayman Islands exempted limited partnership	withinFiveYears	2021
0001995620-24-000001	YES	101	0001995620	Rackla Metals Inc.	200 BURRARD STREET	SUITE 650	VANCOUVER	A1	BRITISH COLUMBIA, CANADA	V6C 3L6	604-801-5432	BRITISH COLUMBIA, CANADA							Corporation		overFiveYears	
0002039568-24-000001	YES	101	0002039568	Purity-Chapters JV, LLC	3940 BIMINI CV		DULUTH	GA	GEORGIA	30096	404-931-7463	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001437749-24-030333	YES	101	0001680758	Brother Justus Whiskey Co.	3300 5th St NE	Suite B	Minneapolis	MN	MINNESOTA	55418	612-886-1658	DELAWARE				Brother Justus Whiskey Co. LLC			Corporation		overFiveYears	
0002034708-24-000002	YES	101	0002033520	XAG Audubon Multifamily, LLC	6115 FM 359 ROAD		RICHMOND	TX	TEXAS	77406	9724608353	TEXAS							Limited Liability Company		withinFiveYears	2024
0002037449-24-000001	YES	101	0002037449	Human Computer Game Corp	9240 OLD REDWOOD HIGHWAY	SUITE 256	WINDSOR	CA	CALIFORNIA	95492	4066062086	DELAWARE	Signal Farm LLC	Human Computer LLC					Corporation		withinFiveYears	2024
0002032783-24-000002	YES	101	0002021649	EquityZen Growth Technology Fund LLC - Series 1913	30 BROAD STREET	SUITE 1200	NEW YORK	NY	NEW YORK	10004	1-877-490-6121	DELAWARE							Limited Liability Company		withinFiveYears	2023
0002039420-24-000001	YES	101	0002039420	ACTIVATE CAPITAL PARTNERS III, LP	50 CALIFORNIA STREET, SUITE 2050		SAN FRANCISCO	CA	CALIFORNIA	94111	(610) 322-2100	DELAWARE							Limited Partnership		withinFiveYears	2023
0002038692-24-000002	YES	101	0002038692	Day 4 Night Studios Inc.	832 HERMOSA AVE		HERMOSA BEACH	CA	CALIFORNIA	90254	(760) 717-2656	DELAWARE							Corporation		withinFiveYears	2024
0001405086-24-000235	YES	101	0001887172	Tidal Wave Ventures, LLC	55 GREENS FARMS ROAD, 2ND FLOOR		WESTPORT	CT	CONNECTICUT	06880	860-625-7607	DELAWARE							Limited Liability Company		withinFiveYears	2021
0002034708-24-000001	YES	101	0002034708	Russell Apartment Fund, LLC	2568 WINTER DR.		REXBURG	ID	IDAHO	83440	9724608353	IDAHO							Limited Liability Company		withinFiveYears	2024
0002038556-24-000001	YES	101	0002038556	AV Blockchain & Fintech Fund 5, LLC	70 Federal Street	6th Floor	Boston	MA	MASSACHUSETTS	02110	603-518-8112	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002039626-24-000001	YES	101	0002039626	TOR Partners Venture Fund I LP	664 ORENO CT		FOLSOM	CA	CALIFORNIA	95630	9162575651	DELAWARE							Limited Partnership		withinFiveYears	2024
0001892441-24-000001	YES	101	0001892441	Gaingels Bokksu LLC	3 MAIN STREET	SUITE 214	BURLINGTON	VT	VERMONT	05401	9178433621	VERMONT							Limited Liability Company		withinFiveYears	2021
0002038848-24-000001	YES	101	0002038848	Radiant Biotherapeutics Inc.	3, Place Ville-Marie	Suite 12350	Montreal QC	Z4	CANADA (FEDERAL LEVEL)	H2B 0E7	514-298-4222	QUEBEC, CANADA							Corporation		withinFiveYears	2020
0002032783-24-000001	YES	101	0002032783	EquityZen Growth Technology Fund LLC - Series 1946	30 BROAD STREET	SUITE 1200	NEW YORK	NY	NEW YORK	10004	8774906121	DELAWARE							Limited Liability Company		withinFiveYears	2023
0002037067-24-000001	YES	101	0002037067	Red Mountain PET SP SPV I LLV	10250 CONSTELLATION BLVD	SUITE 2300	LOS ANGELES	CA	CALIFORNIA	90067	(310) 432-0200	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002037103-24-000001	YES	101	0002037103	Napier Park Value Credit Fund I LP	280 Park Avenue, 3rd Floor		New York	NY	NEW YORK	10017	212-235-0700	DELAWARE							Limited Partnership		withinFiveYears	2023
0002038083-24-000002	YES	101	0002039303	LMT Funding Opp 1, LLC	1090 RANDOLPH DRIVE		YARDLEY	PA	PENNSYLVANIA	19067	484-212-5618	WYOMING							Limited Liability Company		withinFiveYears	2024
0001821411-24-000002	YES	101	0001821411	Sunnie, Inc.	3862 BALLINA CANYON ROAD		ENCINO	CA	CALIFORNIA	91436	562-458-3780	DELAWARE	SuperPower Kidz LLC						Corporation		withinFiveYears	2020
0001618818-24-000003	YES	101	0001618818	LOOPTWORKS, INC	2410 SE 11TH AVE		PORTLAND	OR	OREGON	97214	503-972-0168	UNITED STATES				Looptworks, LLC			Corporation		overFiveYears	
0002037145-24-000001	YES	101	0002037145	Napier Park Value Credit Fund (Cayman) I LP	Maples Corporate Services Limited	Ugland House, South Church Street	Grand Cayman	E9	CAYMAN ISLANDS	KY1-1104	345-949-8066	CAYMAN ISLANDS							Other	Cayman Islands Exempted Limited Partnership	withinFiveYears	2023
0002015831-24-000025	YES	101	0001705589	Broadcrest, LP	558 W. New England Avenue	Suite 250	WINTER PARK	FL	FLORIDA	32789	407.754.0026	FLORIDA							Limited Partnership		overFiveYears	
0002038083-24-000001	YES	101	0002038083	Sankalp Retail Fund 1 LLC	8195 CUSTER ROAD, SUITE #200		FRISCO	TX	TEXAS	75035	214-783-0049	TEXAS							Limited Liability Company		withinFiveYears	2024
0001953574-24-000003	YES	101	0001953574	Reelay Meetings, Inc.	2332 NEWS SENTINEL DR., SUITE 210B		KNOXVILLE	TN	TENNESSEE	37921	(602) 301-9215	DELAWARE	Reelay Meetings, LLC						Corporation		withinFiveYears	2021
0002013189-24-000003	YES	101	0002013189	Ranchland Capital Partners, LLC	2047 N LAST CHANCE GULCH	313	HELENA	MT	MONTANA	59601	4064313185	MONTANA							Limited Liability Company		withinFiveYears	2024
0001902373-24-000001	YES	101	0001902373	Capra Biosciences, Inc.	11100 ENDEAVOR CT UNIT 149		MANASSAS	VA	VIRGINIA	20109	202-709-4184	DELAWARE							Corporation		withinFiveYears	2020
0002039342-24-000001	YES	101	0002039342	BAM Flagship Fund LP	11711 N. Pennsylvania St., Suite 250		Carmel	IN	INDIANA	46032	463-263-3787	DELAWARE							Limited Partnership		withinFiveYears	2024
0002015831-24-000024	YES	101	0001993656	Atlatl Alpha Fund, LP - Series 1	2921 LANDMARK PLACE	SUITE 501	MADISON	WI	WISCONSIN	53713	(606) 351-4500	DELAWARE							Limited Partnership		withinFiveYears	2023
0001953244-24-000001	YES	101	0001953244	RBI Lending Fund US, LLC	19495 BISCAYNE BLVD., SUITE 801		AVENTURA	FL	FLORIDA	33180	754-210-6312	DELAWARE							Limited Liability Company		withinFiveYears	2022
0002039622-24-000001	YES	101	0002039622	Ineffable Ventures Cyvore II LLC	1266 EAST MAIN STREET	SUITE 700R	STAMFORD	CT	CONNECTICUT	06902	203-682-6414	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002028441-24-000001	YES	101	0002028441	MVP Opportunity Fund VI LLC Series 24E	152 MADISON AVENUE	7TH FLOOR	NEW YORK	NY	NEW YORK	10016	212-858-9900	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001949935-24-000003	YES	101	0001949935	OVERVIEW ENERGY, INC.	21220 ASHBURN CROSSING DRIVE	#120	ASHBURN	VA	VIRGINIA	20147	202-656-6729	DELAWARE							Corporation		withinFiveYears	2022
0000769996-24-000003	YES	101	0000769996	Carolina Lithotripsy, A Ltd Partnership	1990 STEAM WAY	SUITE A102	ROUND ROCK	TX	TEXAS	78665	866-598-2734	NORTH CAROLINA				CAROLINA LITHOTRIPSY LTD			Limited Partnership		overFiveYears	
0002039336-24-000001	YES	101	0002039336	SPI Winsted Equity DE, LLC	8226 DOUGLAS AVE., STE. 455		DALLAS	TX	TEXAS	75225	800-774-0958	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002027181-24-000002	YES	101	0002027181	Ahoy Capital Explorer II LP	2100 GENG ROAD	2ND FL	PALO ALTO	CA	CALIFORNIA	94303	6503849434	CALIFORNIA							Limited Partnership		withinFiveYears	2024
0001679371-24-000002	YES	101	0001679371	Laxmi Therapeutic Devices, Inc.	75 AERO CAMINO	SUITE 204	GOLETA	CA	CALIFORNIA	93117	415-773-4151	DELAWARE							Corporation		overFiveYears	
0002028180-24-000001	YES	101	0002028180	Schroders Capital Private Equity Global Direct IV USD S.C.S.	17 BOULEVARD F.W. RAIFFEISEN		LUXEMBOURG	N4	LUXEMBOURG	L-2411	41 58 445 55 55	LUXEMBOURG							Limited Partnership		withinFiveYears	2023
0002014842-24-000002	YES	101	0002014842	Evergen Equity 23, LP	600 W. 5TH STREET	#1200	AUSTIN	TX	TEXAS	78701	512-515-3333	TEXAS							Limited Partnership		withinFiveYears	2024
0002038547-24-000001	YES	101	0002038547	701 Fox Hill Investor LLC	2500 GALEN DR	STE 10	CHAMPAIGN	IL	ILLINOIS	61821	2172390911	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001714763-24-000001	YES	101	0001714763	Advantage Insurance Inc.	250 MUNOZ RIVERA AVENUE, SUITE 710		SAN JUAN	PR	PUERTO RICO	00918	7877052900	PUERTO RICO							Corporation		overFiveYears	
0001873870-24-000001	YES	101	0001873870	Vidya Series Fund, LLC	224 DATURA STREET		WEST PALM BEACH	FL	FLORIDA	33401	1-844-992-7672	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001936145-24-000006	YES	101	0001936145	Cursive Solutions, Inc.	8467 DUKE BOULEVARD		MASON	OH	OHIO	45040	(440) 227-0258	DELAWARE				Exponential Packaging Solutions, Inc.			Corporation		withinFiveYears	2022
0001844788-24-000002	YES	101	0001844788	Axtra3D Inc.	5510 77 CENTER DR, STE 150		CHARLOTTE	NC	NORTH CAROLINA	28217	8122040793	UNITED STATES				Axtra3D, Inc			Corporation		withinFiveYears	2021
