ACCESSIONNUMBER	INDUSTRYGROUPTYPE	INVESTMENTFUNDTYPE	IS40ACT	REVENUERANGE	AGGREGATENETASSETVALUERANGE	FEDERALEXEMPTIONS_ITEMS_LIST	ISAMENDMENT	PREVIOUSACCESSIONNUMBER	SALE_DATE	YETTOOCCUR	MORETHANONEYEAR	ISEQUITYTYPE	ISDEBTTYPE	ISOPTIONTOACQUIRETYPE	ISSECURITYTOBEACQUIREDTYPE	ISPOOLEDINVESTMENTFUNDTYPE	ISTENANTINCOMMONTYPE	ISMINERALPROPERTYTYPE	ISOTHERTYPE	DESCRIPTIONOFOTHERTYPE	ISBUSINESSCOMBINATIONTRANS	BUSCOMBCLARIFICATIONOFRESP	MINIMUMINVESTMENTACCEPTED	OVER100RECIPIENTFLAG	TOTALOFFERINGAMOUNT	TOTALAMOUNTSOLD	TOTALREMAINING	SALESAMTCLARIFICATIONOFRESP	HASNONACCREDITEDINVESTORS	NUMBERNONACCREDITEDINVESTORS	TOTALNUMBERALREADYINVESTED	SALESCOMM_DOLLARAMOUNT	SALESCOMM_ISESTIMATE	FINDERSFEE_DOLLARAMOUNT	FINDERSFEE_ISESTIMATE	FINDERFEECLARIFICATIONOFRESP	GROSSPROCEEDSUSED_DOLLARAMOUNT	GROSSPROCEEDSUSED_ISESTIMATE	GROSSPROCEEDSUSED_CLAROFRESP	AUTHORIZEDREPRESENTATIVE
0002039754-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-09-25		false					true					false		0		200000	200000	0		false		1	0		0			4500		This amount represents a cost to cover fund organizational and operating expenses.	false
0001315863-24-000729	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering materials fully discuss management fees.	false
0002039753-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-09-25		false					true					false		0		1150000	1150000	0		false		3	0		0			12500		This amount represents a cost to cover fund organizational and operating expenses.	false
0001993626-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0001993626-23-000001	2023-08-07		true					true					false		100000		Indefinite	15424975	Indefinite		false		32	0		0			0			false
0002037983-24-000001	Commercial			Decline to Disclose		06b	false			true	false	true									false		100000		7000000	0	7000000		false		0	0		0			0			false
0001996392-24-000001	Other			$1 - $1,000,000		04, 06b	true	0001996392-23-000001	2023-09-21		true	true									false		500		4800000	15000	4785000		true	1	2	0		0			450000	true	No salaries have been paid to executive officers.  Salaries may be paid in the future.  It is undetermined if salaries will be paid from proceeds of the offering.  The amount listed is an estimate of executive salaries over the next five years.	false
0002039752-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-09-24		false					true					false		0		160000	160000	0		false		12	0		0			4500		This amount represents a cost to cover fund organizational and operating expenses.	false
0001013594-24-000775	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001013594-23-000767	2017-04-01		true	true				true					false		1000000		Indefinite	11500000	Indefinite		false		1	0		0			0	true	Customary advisory fees are paid by the Issuer to the Investment Manager as provided for in the Issuer's offering materials.	false
0001841356-24-000306	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06c, 3C, 3C.1	true	0001841356-24-000224	2021-10-21		true					true			true	Linqto Liquidshares LLC - Ripple - 112	false		2500		Indefinite	3078810	Indefinite	Total amount sold is as of effective date of this filing.	false		95	0		0			0			false
0002039832-24-000001	Other			Decline to Disclose		06b	true	0001737185-23-000001	2018-03-28		true	true		true	true						false		0		Indefinite	43343301	Indefinite		false		30	0		0			0			false
0002039102-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-09-12		false	true				true					false		1000000		150000000	17000000	133000000		false		4	0		0			10875000			false
0002039556-24-000001	Other Technology			Decline to Disclose		06b	false		2024-09-20		false	true									false		1		7379038	6345377	1033661		false		5	0		0			0			false
0002039751-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-09-24		false					true					false		0		107500	107500	0		false		5	0		0			4500		This amount represents a cost to cover fund organizational and operating expenses.	false
0002039995-24-000002	Commercial			Decline to Disclose		06b	true	0002039715-24-000001	2024-09-18		false	true									false		25000		3500000	3500000	0		true	0	0	0		0			0			false
0002039749-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-09-24		false					true					false		0		130000	130000	0		false		6	0		0			4500		This amount represents a cost to cover fund organizational and operating expenses.	false
0001315863-24-000728	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering materials fully discuss management fees.	false
0001013594-24-000774	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001013594-23-000766	2017-04-01		true	true				true					false		1000000		Indefinite	39947000	Indefinite		false		21	0		0			0	true	Customary advisory fees are paid by the Issuer to the Investment Manager as provided for in the Issuer's offering materials.	false
0002039748-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-09-24		false					true					false		0		239000	239000	0		false		28	0		0			0		This amount represents a cost to cover fund organizational and operating expenses.	false
0001013594-24-000773	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001013594-23-000765	2017-04-01		true	true				true					false		1000000		Indefinite	108730720	Indefinite		false		44	0		0			0	true	Customary advisory fees are paid by the Issuer to the Investment Manager as provided for in the Issuer's offering materials.	false
0001012975-24-000413	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001012975-23-000286	2023-06-22		true					true					false		0		Indefinite	26417130	Indefinite	The amount disclosed in item 13 reflects sales to both US and Non-US investors.	false		13	0		0			0			false
0001650015-24-000003	Pooled Investment Fund	Hedge Fund	false		Not Applicable	06c, 3C, 3C.1	true	0001650015-24-000002	2015-07-30		true					true					false		250000		Indefinite	2062822	Indefinite	$2,062,822.82 has been invested to date, including $68,822.82 in performance fees by the General Partner. $1,468,916.78 has been withdrawn by investors to date, for a total current investment amount of $593,906.04.	false		18	0	true	0	true		68822	true		false
0001315863-24-000727	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering documents fully discuss management fees.	false
0002039537-24-000001	Other Technology			Decline to Disclose		06b	false		2024-09-06		false	true							true	SAFE - Simple Agreement for Future Equity	false		25000		5000000	50000	4950000		false		2	0		0			0			false
0001701599-24-000003	Other			No Revenues		06b	false		2024-09-25		true	true		true					true	Warrants at the exercise price of $0.40 per warrant expirying on October 3 2027	false		0		6242996	6242996	0		false		72	0		69305			0			false
0001315863-24-000725	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering materials fully discuss management fees.	false
0002036845-24-000001	Investing			Decline to Disclose		06b	false		2024-09-20		false	true									false		0		1780001	1780001	0		false		14	0		0			0			false
0002039113-24-000001	Commercial			Decline to Disclose		06b, 3C, 3C.1	false			true	false	true									false		10000		3500000	0	3500000		false		0	0		0			0			false
0001315863-24-000724	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering materials fully discuss management fees.	false
0002017082-24-000005	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001885851-24-000003	2022-10-14		true					true					false		250000		Indefinite	415020000	Indefinite		false		319	4523000	true	0			0			false
0001315863-24-000723	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering materials fully discuss management fees.	false
0002039301-24-000002	Commercial			Decline to Disclose		06b, 3C, 3C.5	false			true	false	true									false		10000		800000	0	800000		false		0	0		0			0			false
0002036556-24-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	false		2024-10-01		true					true					false		10000000		Indefinite	250000000	Indefinite		false		1	325000		0			0			false
0002037812-24-000002	Other Real Estate			Decline to Disclose		06c, 3C, 3C.5	true	0002037812-24-000001	2024-09-18		false	true				true					false		250000		37211669	4508777	32702892	Regarding Item 11, the Issuer may accept smaller investments in the Sponsor's sole discretion.	false		5	0	true	0	true		974044	true	Item 16 is an estimate of organizational fees and acquisition fees that may accrue to one or more Related Persons.	false
0002037058-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false		2024-09-30		false					true					false		0		950000	950000	0		false		9	0		0			0			false
0002017082-24-000004	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001948828-24-000004	2022-10-14		true					true					false		250000		Indefinite	235767500	Indefinite		false		313	3314500	true	0			0			false
0001829334-24-000003	Other Technology			Decline to Disclose		06b	false		2024-08-30		false	true			true						false		0		82699979	82699979	0		false		7	0		0			0			false
0001885785-24-000002	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001885785-24-000001	2021-09-15		true					true					false		0		Indefinite	13404234	Indefinite		false		40	0		0			0			false
0002039995-24-000001	Commercial			Decline to Disclose		06b	false			true	false	true									false		50000		600000	600000	0		true	0	0	0		0			0			false
0001315863-24-000722	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering materials fully discuss management fees.	false
0001896437-24-000002	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001896437-24-000001	2021-11-16		true					true					false		0		Indefinite	9847706	Indefinite		false		30	0		0			0			false
0002039693-24-000001	Other			No Revenues		06c	false			true	false	true									false		5000		450000	0	450000		false		0	0		0			0		The Issuer's Manager or an affiliate of the Manager may be entitled to receive a management fee in accordance with the Issuer's governing documents, as amended from time to time.	false
0001013594-24-000772	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001013594-23-001009	2024-01-02		true	true				true					false		250000		Indefinite	12209000	Indefinite		false		17	0		0			0		The Investment Manager and/or its affiliates are entitled to receive a management fee as described in the Issuer's offering materials.	false
0001920380-24-000002	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001920380-24-000001	2022-03-01		true					true					false		0		Indefinite	9934211	Indefinite		false		26	0		0			0			false
0001315863-24-000721	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering materials fully discuss management fees.	false
0002003813-24-000002	Other			Decline to Disclose		06b	false		2024-07-26		false			true							false		0		2689054	2689054	0	Amounts listed above reflect a conversion from Canadian dollars to US dollars based on the exchange rates on the sale dates.	false		31	113084	true	0		In addition to cash, agents were issued  compensation options to purchase equity equal to 6% of the special warrants, other than purchasers on a presidents list.  The agents received options equal to 3% of the special warrants sold to such purchasers.	0			false
0001315863-24-000720	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering materials fully discuss management fees.	false
0002038812-24-000001	Other Health Care			Decline to Disclose		06b	false		2024-10-01		false	true									false		0		1500000	1500000	0	Offering amount to be funded in tranches.  The securities covered by this Form D also include profits units, which have no value on the date of issuance.	false		3	0		0			150000	true		false
0001987775-24-000004	Commercial			Decline to Disclose		06b	true	0001987775-24-000003	2024-02-13		false	true									false		50000		25100000	12754418	12345582		false		30	1255000	true	0	true		3147889	true	AEI Net Lease Portfolio 23 Depositor, LLC will be responsible for paying certain fees and costs of approximately $2,303,889.	false
0002039455-24-000002	Commercial			No Revenues		06c	false		2024-09-26		false	true									false		50000		1000000	350000	650000		false		6	0		0			0			false
0002033704-24-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0002033704-24-000001		true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0		Placement agent fees are to be paid on an established fee arrangement	0			false
0001315863-24-000719	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering materials fully discuss management fees.	false
0002031962-24-000007	Other Real Estate			Decline to Disclose		06b	true	0002031962-24-000006	2024-08-09		false	true									false		75000		104867496	34998883	69868613		false		14	5243375	true	0	true		0	true		false
0002039792-24-000001	Pooled Investment Fund	Hedge Fund	false		$1 - $5,000,000	06b	false		2023-08-10		true					true					false		10000		Indefinite	2249286	Indefinite		true	20	38	0		0			0		Commissions paid to executive officer are based on performance, not sales	false
0001821753-24-000001	Other Technology			Decline to Disclose		06b	false		2024-09-25		false	true									false		0		1500000	1144998	355002		false		6	0		0			0	true	Proceeds will be used for general corporate purposes. The above amount excludes salary and bonus compensation which may be made to officers, directors, employees, and consultants of the Issuer.	false
0002017082-24-000003	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001948828-24-000006	2024-03-28		true					true					false		250000		Indefinite	117625000	Indefinite		false		89	920750	true	0			0			false
0002033380-24-000002	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0002033380-24-000001	2024-08-30		false	true				true					false		50000		5000077	5000077	0		false		51	0		0			0			false
0001996511-24-000007	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001996511-24-000004	2023-03-28		true	true				true					false		500000		385000000	358403173	26596827	The Issuer is a feeder fund of RCP Multi-Strategy Fund II, LP. The amount above reflects the aggregate amount sold by RCP Multi-Strategy Fund II, LP.	false		55	0		0			0			false
0002031293-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0002031297-24-000002	2024-06-28		false	true				true					false		50000		5002272	5002272	0		false		31	0		0			0			false
0002039984-24-000001	Pooled Investment Fund	Other Investment Fund	false		No Aggregate Net Asset Value	06c, 3C, 3C.7	false			true	true					true					false		500000		Indefinite	0	Indefinite		false		0	0		0			0			false
0002039844-24-000002	Other Technology			Decline to Disclose		06b	false		2024-09-13		false	true									false		0		430	430	0	Purchase of 4,300,000 shares of Common Stock at a per share price of $0.0001 per share.	false		4	0		0			0			false
0001894150-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b	true	0001894150-23-000003	2021-11-05		false	true				true					false		250000		Indefinite	6850000	Indefinite		false		6	0		0			0			false
0002031297-24-000003	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0002031297-24-000001	2024-05-31		false	true				true					false		50000		5000529	5000529	0		false		55	0		0			0			false
0001661306-24-000065	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b	true	0001567619-23-007399	2016-08-30		true	true									false		0		200000000	37544638	162455362		false		470	2592248		0		"Includes up to 7% sales commission, up to 3% dealer manager fee (""DMF""), certain dealer manager expenses and $842,748 DMF paid by Issuer's investment adviser.  Beginning 7.1.19, Issuer pays the DMF."	0		Pursuant to the Investment Advisory Agreement, the Issuer will pay the Investment Adviser a base management fee and an incentive fee.	false
0002039264-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.5	false		2024-09-23		false					true					false		0		Indefinite	5125000	Indefinite		false		21	0		0			0		THE GENERAL PARTNER IS ENTITLED TO CARRIED INTEREST AND THE MANAGEMENT COMPANY IS ENTITLED TO A MANAGEMENT FEE. BOTH OF THE FOREGOING ARE DISCLOSED IN THE ISSUER'S CONFIDENTIAL OFFERING DOCUMENTS.	false
0001996511-24-000006	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001996511-24-000003	2023-03-28		true	true				true					false		500000		385000000	358403173	26596827	The Issuer's target size is $250 million, although the final offering size will be determined by the General Partner in its discretion. As a result, the final size of the Fund may be higher or lower than the target.	false		182	0		0			0		A management fee will be paid to RCP Advisors 3, LLC which is the Investment Manager of the Issuer.	false
0002039740-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0002039120-24-000002	Other Technology			Decline to Disclose		06b	false		2024-09-20		false	true		true							false		50000		3500000	1995000	1505000		true	0	7	0		0			0			false
0002033446-24-000001	Investing			Decline to Disclose		06b, 3C, 3C.1	false		2024-09-20		false	true									false		0		4267500	4267500	0		false		36	0		0			0			false
0001315863-24-000718	Other Real Estate			Decline to Disclose		06b, 3C, 3C.7	false			true	false	true									false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0001315863-24-000717	Other Real Estate			Decline to Disclose		06b, 3C, 3C.7	false			true	false	true									false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0001315863-24-000716	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering materials fully discuss management fees.	false
0001930877-24-000002	Agriculture			Decline to Disclose		06b	false		2024-09-27		false	true									false		7000000		7000000	7000000	0		false		1	0		0			0			false
0001784565-24-000001	Other			Decline to Disclose		06b	false		2024-09-17		false	true									false		0		1500000	1000000	500000		false		1	0		0			0			false
0002037847-24-000001	Computers			No Revenues		04	false		2024-09-30		false	true									false		5000		100000	100000	0		true	14	15	0		0			0		No payments to an executive. However, payment is made to an advisory company that employs one of our executives.	false
0002016774-24-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001948828-24-000005	2024-03-28		true					true					false		250000		Indefinite	225800000	Indefinite		false		271	2493750	true	0			0			false
0001683168-24-006875	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	true	0001683168-24-006349	2024-08-30		true	true				true					false		10000000		Indefinite	73000000	Indefinite		false		4	285000		0		Placement agents entitled to a percentage of the management fees paidby referred investors.	0			false
0002004682-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-10-03		false					true					false		1000		53505	53505	0		false		24	0		0			5350	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0001493152-24-039318	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001405086-21-000242	2017-01-01		true					true					false		0		Indefinite	390197185	Indefinite		false		80	0		0			0	true	The Investment Manager will receive a fee based on each limited partner's capital account balance and the General Partner may receive an incentive allocation as more fully set forth in the offering materials.	false
0002038959-24-000001	Other Banking and Financial Services			Decline to Disclose		06b	false			true	true					true					false		10000		Indefinite	0	Indefinite	No sales yet	false		0	0		0			0	true	Performance and management fees	false
0002039962-24-000001	Other			Not Applicable		06c	false		2024-09-26		false					true					false		50000		Indefinite	700000	Indefinite		false		7	14000	true	0		2% mgt fee	0			false
0001315863-24-000715	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering materials fully discuss management fees.	false
0002039823-24-000001	Commercial			$1 - $1,000,000		06b	false			true	false	true									false		30000		630000	0	630000	We are set to close on the property and sell the shares in Mid-October.	false		0	0		16700	true	2% Syndication Fee due to LCG Holdings LLC	0			false
0001315863-24-000714	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering materials fully discuss management fees.	false
0002031813-24-000001	Other Technology			Decline to Disclose		06b, 3C, 3C.1	true	0002030573-24-000002	2024-06-18		false	true				true					false		100000		5000000	495000	4505000		true	7	7	0		0			25000	true		false
0001315863-24-000713	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering materials fully discuss management fees.	false
0001792135-24-000001	Other Technology			Decline to Disclose		06b	false		2024-09-19		false	true									false		0		3159994	3159994	0	$9,999.54 of the Total Offering Amount and Total Amount Sold was accounted for by the conversion of an existing SAFE.  The remaining amount was accounted for by new cash investments.	false		6	0		0			0			false
0001315863-24-000712	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering materials fully discuss management fees.	false
0000945621-24-000788	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000945621-23-000521	2022-09-30		true					true					false		1000000		Indefinite	75528540	Indefinite		false		27	270255	true	0			0			false
0000945621-24-000787	Pooled Investment Fund	Other Investment Fund	false		Not Applicable	06b, 3C, 3C.1, 3C.7	true	0000945621-23-000522	2019-04-01		true					true					false		250000		Indefinite	40486000	Indefinite		false		24	0		0			0			false
0002039080-24-000001	Pooled Investment Fund	Other Investment Fund	false		$1 - $5,000,000	06b	false		2024-08-31		false		true			true					false		15000		285000	285000	0		true	3	11	0		0			0			false
0002039763-24-000001	Other Real Estate			Decline to Disclose		06b	false		2024-09-13		false								true	Allocation of federal tax credits.	false		10000		Indefinite	10000	Indefinite		false		1	0	true	0	true		0	true		false
0002039902-24-000001	Other Real Estate			No Revenues		06b	false		2024-09-19		false	true									false		50000		1675000	1375000	300000		false		20	0		0			66000	true	Acquisition fee paid to the General Partner	false
0001315863-24-000711	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering materials fully discuss management fees.	false
0002038650-24-000001	Other Technology			Decline to Disclose		06b	false		2024-09-06		false	true							true	Simple Agreement for Future Equity (SAFE)	false		0		500000	100000	400000		false		1	0		0			0			false
0001315863-24-000710	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering materials fully discuss management fees.	false
0001062993-24-017356	Other			Decline to Disclose		06b	false		2024-09-26		false	true		true	true				true	SR's convert w/o additional consideration into Units of 1 cm sh and 1/2 cm sh purchase wrt. Each whole wrt allows the holder to purchase 1 cm sh at a price of $0.15/share for 3yrs after transaction is completed subject to certain escrow release conditions	true	Sub. Receipts automatically convert for no additional consideration into Units of the Issuer prior to closing of the transaction. Immediately after closing each Unit will be exchanged for cm shrs & cm shr purchase warrants of the Resulting Issuer.	0		252487	148440	104047	Total Offering Amount equals price of sub. receipts (1,869,158 x C$0.107) plus exercise price of underlying warrants (934,579 x C$0.15). No guarantee that warrants will be exercised. Exchange rate of CAD$1.00:USD $0.7422.	false		1	0		0			0			false
0002039940-24-000001	Other Health Care			Decline to Disclose		06b	false		2024-09-19		false	true									false		0		Indefinite	962000	Indefinite		false		7	0		0			0			false
0001315863-24-000709	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering materials fully discuss management fees.	false
0001998001-24-000002	Other			Decline to Disclose		06b	true	0001998001-23-000001	2023-06-30		true	true									false		0		Indefinite	2563641	Indefinite		false		47	0	true	0	true		0	true		false
0001920060-24-000001	Other Technology			Decline to Disclose		06b	false		2024-09-25		false	true									false		0		2800000	2700000	100000		false		36	0		0			0			false
0001315863-24-000708	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering materials fully discuss management fees.	false
0001767333-24-000001	Other Technology			Decline to Disclose		06b	false		2024-08-15		false	true	true	true							false		0		20000000	10744448	9255552		false		14	0		0			0			false
0001996511-24-000005	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001996511-24-000002	2023-09-29		true	true				true					false		500000		150000000	126638971	23361029		false		57	0		0			0		A management fee will paid to RCP Advisors 3, LLC, which is the Investment Manager of the Issuer.	false
0001983795-24-000002	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06c, 3C, 3C.1	true	0001983795-24-000001	2023-10-02		true	true				true					false		0		20000000	2640917	17359083		false		35	0		0			0			false
0002037598-24-000003	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0002037598-24-000001		true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0	true	The Issuer's General Partner, or an Affiliate of the Issuer's General Partner, may be entitled to receive a Management Fee in accordance with the Issuer's governing documentation, as amended from time to time.	false
0001315863-24-000707	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering materials fully discuss management fees.	false
0002039759-24-000001	Other Real Estate			Decline to Disclose		06b	false			true	false	true									false		10000		15000000	0	15000000		false		0	0	true	0	true		0	true		false
0001315863-24-000706	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering materials fully discuss management fees.	false
0001315863-24-000705	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering materials fully discuss management fees.	false
0001137439-24-001415	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001567619-23-007336	2004-11-01		true	true				true					false		5000000		Indefinite	607539950	Indefinite		false		39	0		0		The Investment Manager of the Issuer shares a portion of its management fee received from the Issuer with one or more of the Issuer's placement agents.  Such placement agents may receive other fees (e.g., sales loads) payable directly	0		[cont'd from Item 15] to the placement agent (outside the Issuer) in addition to (and not deducted from) investment amounts; the amount of such fees are unknown to the Issuer and the Investment Manager.	false
0002039859-24-000001	Commercial			No Revenues		06b	false		2024-09-10		false	true									false		50000		1000000	400000	600000		false		3	0		0			0			false
0002030062-24-000003	Other			Decline to Disclose		06b	false			true	false	true							true	Class A Units and Class B Units	false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0001137439-24-001414	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001567619-23-007340	2010-07-01		true	true				true			true	Limited Partnership Interests	false		5000000		Indefinite	923888621	Indefinite		false		24	2000000	true	0		The Investment Manager of the Issuer shares a portion of its management fee received from the Issuer with one or more of the Issuer's placement agents.  Such placement agents may receive other fees (e.g., sales loads) payable directly	0		[cont'd from Item 15] to the placement agent (outside the Issuer) in addition to (and not deducted from) investment amounts; the amount of such fees are unknown to the Issuer and the Investment Manager.	false
